Split,Ensemble_Average_PSA_Chloroform_ANI,Ensemble_Average_Num_IMHB_Chloroform_ANI,Ensemble_Average_RadiusOfGyration_Chloroform_ANI
70,0.03939087274779061,-0.041076333285839386,0.24662146533446433
71,0.1437653127944214,-0.002325831096181186,0.19331174006565535
72,0.34966701368874975,-0.15288186656138297,0.1613365343811494
73,0.05723521651932103,0.003081950131863942,0.13676497120385483
74,0.036427786549540944,-0.10824245754874018,0.15416498560888556
75,0.06631024136064909,-0.023860449939140882,0.2942238166250883
76,-0.00962123972817922,-0.04521854017914491,0.21407704454275206
77,-0.20418340527013892,-0.18927215641466194,0.5148145988702033
78,0.11532122724772029,0.09649990587205831,0.4303061485841327
79,0.07607350590903185,-0.009729006348976032,0.10723406951593198
80,-0.005074326273453611,0.012719558139110188,0.09900188395862522
81,-0.0071719289557868,-0.04006285764525506,0.306780188216095
82,-0.04584604929132787,-0.16371736865893852,0.121899456386491
83,0.012286096430227711,-0.037735245610792736,0.17071950921319656
84,0.08240641063365275,-0.03128656483338525,0.2601820748991886
85,-0.07106174744825727,0.014287008628432718,0.3048129648974761
86,0.08965271626880902,-0.061586479808732185,0.2087887247127545
87,0.002355300611467992,-0.11051352764983191,0.1886870634875487
88,-0.2533565367748007,-0.7777770177904378,0.5569830766779301
89,-0.056351120730469065,-0.02282635583821635,-0.20902771825061742
90,0.08393643120369657,-0.17422881331774237,0.2821342111208883
91,0.11786475305689532,0.09428797397564022,0.3105066946712772
92,0.18221440060024605,0.05070938561814183,0.2953919174133525
93,-0.15828412437756917,-0.23912115527806668,0.6131932499456462
94,0.12092679951881831,-0.019045321935321536,0.222277376627454
95,0.06174134577999393,0.017040582539934422,0.13716757454153608
96,0.024182021111419084,-0.06674908713732056,0.006205540349765648
97,0.02828424153342003,-0.01496474768335282,-0.02908551473873684
98,0.03734174326582369,-0.02030161632656995,0.04220320428488611
99,0.0245581960800631,0.0012576221612954574,0.4743629930162223
100,0.1418102836088603,-0.06933925360951446,0.11070793975715403
